cluster,annotation_type,gene
5,binds to HTR3C,HTR3A
1,binds to HTR3A,HTR3B
2,binds to HTR3A,HTR3B
3,binds to HTR3A,HTR3B
0,binds to HTR3A,HTR3C
2,binds to HTR3A,HTR3C
3,binds to HTR3A,HTR3C
0,binds to HTR3A,HTR3E
1,binds to HTR3A,HTR3E
2,binds to HTR3A,HTR3E
0,Binding site,HTR4
1,binds to ADRB2,HTR4
2,Binding site,HTR4
3,binds to ADRB2,HTR4
4,Binding site,HTR4
5,binds to ADRB2,HTR4
0,Binding site,HTR5A
1,Binding site,HTR5A
2,Binding site,HTR5A
3,Binding site,HTR5A
4,Binding site,HTR5A
0,Binding site,HTR6
1,Binding site,HTR6
2,Binding site,HTR6
3,Binding site,HTR6
4,Binding site,HTR6
0,Binding site,HTR7
1,Binding site,HTR7
2,Binding site,HTR7
3,Binding site,HTR7
4,Binding site,HTR7
5,Binding site,HTR7
0,binds to APOE,HTRA1
1,Active site,HTRA1
2,binds to COL1A1,HTRA1
3,Active site,HTRA1
1,binds to GOT1,HTRA2
3,binds to BIRC6,HTRA2
0,Active site,HTRA3
2,Active site,HTRA3
3,Active site,HTRA3
1,Active site,HTRA4
2,Active site,HTRA4
4,Active site,HTRA4
0,PTM - N6-acetyllysine,HTT
1,binds to ADD3,HTT
2,PTM - N6-acetyllysine,HTT
3,PTM - N6-acetyllysine,HTT
4,PTM - N6-acetyllysine,HTT
5,binds to ADD3,HTT
0,Binding site,HUNK
1,Binding site,HUNK
2,Active site,HUNK
3,Binding site,HUNK
4,Active site,HUNK
5,Active site,HUNK
0,binds to COPS5,HUS1
1,binds to RAD1,HUS1
2,binds to RAD9A,HUS1
3,binds to RAD9A,HUS1
4,binds to RAD1,HUS1
5,binds to RAD9A,HUS1
0,binds to ABRAXAS2,HUWE1
1,binds to LAPTM5,HUWE1
2,binds to LAPTM5,HUWE1
3,binds to LAPTM5,HUWE1
4,PTM - Phosphoserine,HUWE1
5,PTM - Phosphoserine,HUWE1
0,binds to CREB3,HVCN1
1,binds to CREB3,HVCN1
2,binds to CREB3,HVCN1
3,binds to CREB3,HVCN1
4,binds to CREB3,HVCN1
5,Sensor for electrophilic agents,HVCN1
0,Active site,HYAL1
1,binds to COL2A1,HYAL1
2,binds to COL2A1,HYAL1
3,binds to COL2A1,HYAL1
5,Active site,HYAL1
1,binds to KRTAP10-3,HYAL2
2,binds to KRTAP10-3,HYAL2
3,binds to KRTAP10-3,HYAL2
4,Active site,HYAL2
5,binds to KRTAP10-3,HYAL2
0,Active site,HYAL3
2,binds to SLC22A2,HYAL3
4,binds to SLC22A2,HYAL3
5,binds to SLC22A2,HYAL3
0,binds to IARS2,HYAL4
1,binds to IARS2,HYAL4
2,binds to IARS2,HYAL4
3,binds to IARS2,HYAL4
4,binds to IARS2,HYAL4
5,binds to IARS2,HYAL4
0,binds to SRSF11,HYI
1,binds to SRSF11,HYI
2,Active site,HYI
3,binds to SCLY,HYI
4,Active site,HYI
5,Active site,HYI
0,Active site,HYKK
1,Active site,HYKK
2,Active site,HYKK
3,Active site,HYKK
0,PTM - Phosphoserine,HYLS1
1,PTM - Phosphoserine,HYLS1
2,PTM - Phosphoserine,HYLS1
3,PTM - Phosphoserine,HYLS1
4,PTM - Phosphoserine,HYLS1
5,PTM - Phosphoserine,HYLS1
1,PTM - Phosphoserine,HYOU1
2,PTM - Phosphoserine,HYOU1
3,PTM - Phosphoserine,HYOU1
4,PTM - Phosphoserine,HYOU1
0,binds to TXLNA,HYPK
1,binds to CHD3,HYPK
2,PTM - Phosphoserine,HYPK
0,PTM - N6-succinyllysine,IAH1
1,Active site,IAH1
2,Active site,IAH1
3,Active site,IAH1
4,Active site,IAH1
2,binds to PPT2,IARS2
3,binds to PPT2,IARS2
4,binds to CDH2,IARS2
5,binds to CDH2,IARS2
0,PTM - N6-acetyllysine; alternate,IBA57
2,PTM - N6-acetyllysine; alternate,IBA57
4,binds to NONO,IBA57
5,binds to CZIB,IBA57
0,PTM - Phosphoserine,IBSP
2,PTM - Phosphoserine,IBSP
3,PTM - Phosphoserine,IBSP
0,PTM - Phosphoserine,IBTK
1,PTM - Phosphoserine,IBTK
2,PTM - Phosphoserine,IBTK
3,PTM - Phosphoserine,IBTK
4,PTM - Phosphoserine,IBTK
5,PTM - Phosphoserine,IBTK
0,binds to HSD3B7,ICAM1
1,binds to ITGAL,ICAM1
2,PTM - Phosphothreonine,ICAM1
3,binds to HSD3B7,ICAM1
4,binds to HSD3B7,ICAM1
5,binds to EZR,ICAM1
0,binds to ATP13A2,ICAM2
1,binds to EZR,ICAM2
3,binds to ATP13A2,ICAM2
0,binds to CD209,ICAM3
2,binds to ITGAL,ICAM3
3,binds to CD209,ICAM3
0,binds to ITGAL,ICAM5
1,PTM - Phosphothreonine,ICAM5
2,PTM - Phosphothreonine,ICAM5
4,binds to PSEN1,ICAM5
5,binds to PSEN1,ICAM5
0,Binding site,ICMT
1,Binding site,ICMT
2,Binding site,ICMT
3,Binding site,ICMT
0,binds to LRIF1,ID2
1,binds to DYRK1A,ID2
2,PTM - Phosphoserine,ID2
3,binds to ELSPBP1,ID2
4,binds to DYRK1A,ID2
5,binds to DYRK1A,ID2
0,binds to CNOT3,ID3
1,binds to ATF3,ID3
2,binds to ATF3,ID3
3,binds to MYOG,ID3
0,binds to CEP57L1,IDH1
1,binds to CEP57L1,IDH1
2,binds to CEP57L1,IDH1
3,PTM - N-acetylserine,IDH1
4,binds to CEP57L1,IDH1
5,binds to CEP57L1,IDH1
0,Binding site,IDH2
1,binds to G6PD,IDH2
2,binds to G6PD,IDH2
3,binds to IDH3B,IDH2
0,binds to PPP2R1A,IDH3A
1,binds to IDH3B,IDH3A
2,binds to ABCC1,IDH3A
3,binds to CCT6A,IDH3A
4,binds to SUCLG2,IDH3A
5,binds to IDH3B,IDH3A
1,binds to ATXN2,IDH3B
4,binds to IDH3A,IDH3B
5,binds to ATXN2,IDH3B
0,Binding site,IDH3G
1,binds to IDH2,IDH3G
2,binds to IDH2,IDH3G
3,binds to KPNA2,IDH3G
5,Binding site,IDH3G
0,Active site,IDI1
1,PTM - N6-acetyllysine,IDI1
2,binds to FN1,IDI1
3,Active site,IDI1
4,binds to FN1,IDI1
5,binds to FN1,IDI1
0,Active site,IDI2
1,Active site,IDI2
2,Active site,IDI2
3,Active site,IDI2
4,Binding site,IDI2
0,Binding site,IDNK
1,Binding site,IDNK
2,Binding site,IDNK
3,Binding site,IDNK
0,binds to DDX24,IDO1
1,Binding site,IDO1
2,Binding site,IDO1
3,Binding site,IDO1
4,binds to DDX24,IDO1
5,Binding site,IDO1
0,Binding site,IDO2
1,Binding site,IDO2
2,Binding site,IDO2
3,Binding site,IDO2
4,Binding site,IDO2
5,Binding site,IDO2
1,Active site,IDS
3,Active site,IDS
5,Active site,IDS
0,binds to MPP3,IDUA
1,binds to MPP3,IDUA
3,Active site,IDUA
4,binds to MPP3,IDUA
0,PTM - N-acetylmethionine,IER2
1,PTM - N-acetylmethionine,IER2
2,PTM - N-acetylmethionine,IER2
3,PTM - N-acetylmethionine,IER2
4,PTM - N-acetylmethionine,IER2
0,PTM - Phosphothreonine; by MAPK1,IER3
1,PTM - Phosphothreonine; by MAPK1,IER3
2,PTM - Phosphothreonine; by MAPK1,IER3
3,PTM - Phosphothreonine; by MAPK1,IER3
4,PTM - Phosphothreonine; by MAPK1,IER3
0,PTM - N6-acetyllysine,IFI16
1,binds to TP53,IFI16
2,PTM - N6-acetyllysine,IFI16
3,PTM - N6-acetyllysine,IFI16
4,PTM - N6-acetyllysine,IFI16
5,PTM - N6-acetyllysine,IFI16
0,binds to MAVS,IFIH1
1,binds to TKFC,IFIH1
2,binds to TKFC,IFIH1
3,binds to TKFC,IFIH1
4,binds to TKFC,IFIH1
5,binds to MAVS,IFIH1
0,binds to IFIT3,IFIT1
1,Binding site,IFIT1
2,Binding site,IFIT1
3,binds to IFIT2,IFIT1
4,binds to IFIT3,IFIT1
0,binds to IFIT3,IFIT2
1,PTM - N-acetylserine,IFIT2
2,binds to IFIT3,IFIT2
3,binds to IFIT3,IFIT2
4,binds to DHX29,IFIT2
0,binds to APP,IFIT3
1,binds to A2M,IFIT3
2,binds to IFIT1,IFIT3
3,binds to A2M,IFIT3
4,binds to IFIT2,IFIT3
0,binds to IFIT3,IFIT5
1,binds to ECSIT,IFIT5
2,binds to IFIT3,IFIT5
3,binds to A2M,IFIT5
4,binds to A2M,IFIT5
0,PTM - Phosphoserine,IFITM1
1,PTM - Phosphoserine,IFITM1
2,PTM - Phosphoserine,IFITM1
0,PTM - N-acetylmethionine,IFITM2
1,PTM - N-acetylmethionine,IFITM2
2,PTM - N-acetylmethionine,IFITM2
3,PTM - N-acetylmethionine,IFITM2
4,PTM - N-acetylmethionine,IFITM2
5,PTM - N-acetylmethionine,IFITM2
0,PTM - Phosphotyrosine,IFITM3
1,PTM - Phosphotyrosine,IFITM3
2,PTM - Phosphotyrosine,IFITM3
3,PTM - Phosphotyrosine,IFITM3
4,PTM - Phosphotyrosine,IFITM3
5,PTM - Phosphotyrosine,IFITM3
0,binds to IFNAR2,IFNA13
3,binds to IFNAR2,IFNA13
0,binds to PARP2,IFNA16
1,binds to PARP2,IFNA16
2,binds to PARP2,IFNA16
3,binds to PARP2,IFNA16
4,binds to PARP2,IFNA16
5,binds to PARP2,IFNA16
0,binds to IFNAR2,IFNA2
1,binds to IFNAR2,IFNA2
2,binds to IFNAR2,IFNA2
3,binds to IFNAR1,IFNA2
4,binds to IFNAR2,IFNA2
0,binds to ALDOA,IFNA4
1,binds to ALDOA,IFNA4
2,binds to ALDOA,IFNA4
3,binds to ALDOA,IFNA4
5,binds to ALDOA,IFNA4
0,binds to IFNAR2,IFNA5
1,binds to IFNAR2,IFNA5
2,binds to IFNAR2,IFNA5
3,binds to IFNAR2,IFNA5
5,binds to IFNAR2,IFNA5
0,binds to IFNAR1,IFNA8
1,binds to IFNAR2,IFNA8
2,binds to IFNAR2,IFNA8
3,binds to IFNAR2,IFNA8
5,binds to IFNAR1,IFNA8
0,binds to IFNB1,IFNAR1
1,binds to IFNA8,IFNAR1
3,binds to TYK2,IFNAR1
0,binds to IFNAR1,IFNAR2
1,binds to IFNA1,IFNAR2
2,binds to IFNA2,IFNAR2
3,PTM - Phosphotyrosine,IFNAR2
0,binds to IFNAR1,IFNB1
1,binds to IFNAR1,IFNB1
2,binds to IRF3,IFNB1
4,binds to IFNAR1,IFNB1
5,binds to IFNAR2,IFNB1
0,binds to IFNG,IFNGR1
1,binds to IFNG,IFNGR1
2,binds to IFNG,IFNGR1
3,binds to IFNGR2,IFNGR1
4,binds to IFNG,IFNGR1
5,binds to IFNGR2,IFNGR1
0,PTM - Pyrrolidone carboxylic acid,IFNG
1,PTM - Pyrrolidone carboxylic acid,IFNG
3,PTM - Pyrrolidone carboxylic acid,IFNG
1,binds to IFNLR1,IFNL1
2,binds to IFNLR1,IFNL1
3,binds to IFNLR1,IFNL1
5,binds to IFNLR1,IFNL1
0,binds to SDCBP,IFNL3
2,binds to SDCBP,IFNL3
3,binds to SDCBP,IFNL3
5,binds to SDCBP,IFNL3
0,binds to JAK1,IFNLR1
1,binds to JAK1,IFNLR1
2,binds to IFNL1,IFNLR1
3,binds to IFNL1,IFNLR1
5,binds to JAK1,IFNLR1
0,binds to IFNAR2,IFNW1
2,binds to IFNAR1,IFNW1
3,binds to IFNAR2,IFNW1
0,PTM - Phosphoserine,IFT140
1,PTM - Phosphoserine,IFT140
2,PTM - Phosphoserine,IFT140
3,PTM - Phosphoserine,IFT140
4,PTM - Phosphoserine,IFT140
0,PTM - N-acetylmethionine,IFT172
1,PTM - N-acetylmethionine,IFT172
2,PTM - N-acetylmethionine,IFT172
3,PTM - N-acetylmethionine,IFT172
4,PTM - N-acetylmethionine,IFT172
5,PTM - N-acetylmethionine,IFT172
0,binds to IFT25,IFT27
1,binds to GOLGA2,IFT27
2,Binding site,IFT27
3,binds to IFT25,IFT27
4,Binding site,IFT27
5,binds to GOLGA2,IFT27
0,PTM - N-acetylmethionine,IFT43
1,PTM - N-acetylmethionine,IFT43
2,PTM - N-acetylmethionine,IFT43
3,PTM - N-acetylmethionine,IFT43
4,PTM - N-acetylmethionine,IFT43
5,PTM - N-acetylmethionine,IFT43
0,PTM - Phosphothreonine,IFT46
1,PTM - Phosphothreonine,IFT46
2,PTM - Phosphothreonine,IFT46
3,PTM - Phosphothreonine,IFT46
4,PTM - Phosphothreonine,IFT46
5,PTM - Phosphothreonine,IFT46
0,PTM - Omega-N-methylarginine,IFT74
1,PTM - Omega-N-methylarginine,IFT74
2,PTM - Omega-N-methylarginine,IFT74
3,PTM - Omega-N-methylarginine,IFT74
4,PTM - Omega-N-methylarginine,IFT74
5,PTM - Omega-N-methylarginine,IFT74
0,PTM - N-acetylserine,IFT81
1,PTM - N-acetylserine,IFT81
2,PTM - N-acetylserine,IFT81
3,PTM - N-acetylserine,IFT81
4,PTM - N-acetylserine,IFT81
5,PTM - N-acetylserine,IFT81
0,binds to SUMO2,IGBP1
1,binds to PFDN1,IGBP1
2,Sensor for electrophilic agents,IGBP1
3,binds to CKMT1A,IGBP1
4,binds to PFDN2,IGBP1
5,binds to EP300,IGBP1
0,PTM - Phosphothreonine,IGDCC4
1,PTM - Phosphothreonine,IGDCC4
2,PTM - Phosphothreonine,IGDCC4
4,PTM - Phosphothreonine,IGDCC4
5,PTM - Phosphothreonine,IGDCC4
0,binds to AMY2A,IGF1R
1,binds to AMY2A,IGF1R
2,binds to AMY2A,IGF1R
3,Active site,IGF1R
4,binds to GRB14,IGF1R
5,binds to PTPN1,IGF1R
0,binds to IGSF1,IGF1
1,binds to E2F1,IGF1
3,binds to IGFBP1,IGF1
4,binds to E2F1,IGF1
5,binds to IGSF1,IGF1
0,PTM - Phosphoserine,IGF2BP1
1,binds to IGF2BP3,IGF2BP1
2,PTM - Phosphoserine,IGF2BP1
3,binds to IGF2BP3,IGF2BP1
4,binds to IGF2BP3,IGF2BP1
5,binds to IGF2BP3,IGF2BP1
0,PTM - Phosphoserine,IGF2BP2
1,binds to VCAM1,IGF2BP2
2,binds to HNRNPD,IGF2BP2
3,binds to VCAM1,IGF2BP2
4,binds to HNRNPD,IGF2BP2
5,PTM - Phosphoserine,IGF2BP2
0,binds to ABCF1,IGF2BP3
1,PTM - Phosphoserine,IGF2BP3
2,binds to MEOX2,IGF2BP3
3,binds to PIH1D2,IGF2BP3
4,PTM - Phosphoserine,IGF2BP3
5,PTM - Phosphoserine,IGF2BP3
0,binds to IGF2,IGF2R
1,PTM - N6-acetyllysine,IGF2R
2,binds to ATXN1,IGF2R
3,binds to GGA3,IGF2R
4,binds to GGA1,IGF2R
4,binds to FAF1,IGF2
1,binds to PDCD6,IGFALS
2,binds to ARRB2,IGFALS
3,binds to IGFBP5,IGFALS
4,binds to IGFBP3,IGFALS
5,binds to IGFBP5,IGFALS
0,binds to IGF2,IGFBP1
1,binds to IGF1,IGFBP1
2,binds to IGF2,IGFBP1
3,binds to IGF1,IGFBP1
4,binds to IGF2,IGFBP1
0,binds to GSDMB,IGFBP2
1,binds to GSDMB,IGFBP2
2,binds to IGF2,IGFBP2
3,binds to IGF2,IGFBP2
4,binds to IGF1,IGFBP2
5,binds to IGF2,IGFBP2
0,PTM - Phosphoserine; by FAM20C,IGFBP3
1,PTM - Phosphoserine; by FAM20C,IGFBP3
3,PTM - Phosphoserine; by FAM20C,IGFBP3
4,PTM - Phosphoserine; by FAM20C,IGFBP3
5,PTM - Phosphoserine; by FAM20C,IGFBP3
0,binds to HK2,IGFBP4
1,binds to KDM1A,IGFBP4
2,binds to SUV39H1,IGFBP4
3,binds to IGF2,IGFBP4
4,binds to HK2,IGFBP4
1,PTM - Phosphoserine; by FAM20C,IGFBP5
2,binds to IGF1,IGFBP5
3,PTM - Phosphoserine; by FAM20C,IGFBP5
4,binds to ADAM12,IGFBP5
5,binds to BAG6,IGFBP5
0,binds to UBQLN4,IGFBP6
1,binds to IGF1,IGFBP6
2,binds to UBQLN4,IGFBP6
3,binds to IGF2,IGFBP6
4,binds to IGF1,IGFBP6
0,PTM - Phosphoserine; by FAM20C,IGFBP7
3,PTM - Phosphoserine; by FAM20C,IGFBP7
4,PTM - Phosphoserine; by FAM20C,IGFBP7
5,PTM - Phosphoserine; by FAM20C,IGFBP7
0,PTM - N-acetylalanine,IGHMBP2
1,binds to LSM8,IGHMBP2
2,binds to LSM8,IGHMBP2
3,binds to LSM8,IGHMBP2
4,binds to LSM8,IGHMBP2
5,binds to LSM8,IGHMBP2
1,binds to MYOC,IGLL1
3,binds to VPREB1,IGLL1
4,binds to VPREB1,IGLL1
0,PTM - Phosphotyrosine,IGSF10
1,PTM - Phosphotyrosine,IGSF10
2,PTM - Phosphotyrosine,IGSF10
3,PTM - Phosphotyrosine,IGSF10
0,PTM - Omega-N-methylarginine,IGSF11
1,PTM - Omega-N-methylarginine,IGSF11
2,PTM - Omega-N-methylarginine,IGSF11
3,PTM - Omega-N-methylarginine,IGSF11
1,PTM - Phosphoserine,IGSF8
2,PTM - Phosphoserine,IGSF8
4,binds to A2M,IGSF8
0,PTM - Phosphoserine,IGSF9B
2,PTM - Phosphoserine,IGSF9B
4,PTM - Phosphoserine,IGSF9B
1,PTM - Phosphoserine,IGSF9
2,binds to ASCC2,IGSF9
3,binds to ASCC2,IGSF9
0,Sensor for electrophilic agents,IHH
2,binds to HHIP,IHH
3,binds to CDON,IHH
4,Sensor for electrophilic agents,IHH
5,Sensor for electrophilic agents,IHH
0,binds to ACVR1,IKBKB
1,binds to TP53,IKBKB
2,binds to AURKA,IKBKB
3,binds to COPS3,IKBKB
4,binds to CHUK,IKBKB
5,binds to IKBKG,IKBKB
0,Active site,IKBKE
1,binds to BAG2,IKBKE
2,binds to CDC37,IKBKE
3,Active site,IKBKE
4,binds to BIRC2,IKBKE
5,binds to BIRC2,IKBKE
0,binds to ABCA1,IKBKG
1,PTM - Phosphoserine; by IKKB,IKBKG
2,binds to ABCA1,IKBKG
3,binds to ABCA1,IKBKG
0,binds to IKZF4,IKZF1
1,PTM - Phosphoserine,IKZF1
2,PTM - Phosphoserine,IKZF1
3,PTM - Phosphoserine,IKZF1
4,PTM - Phosphoserine,IKZF1
5,PTM - Phosphoserine,IKZF1
0,PTM - Phosphoserine,IKZF2
1,PTM - Phosphoserine,IKZF2
2,PTM - Phosphoserine,IKZF2
3,PTM - Phosphoserine,IKZF2
4,PTM - Phosphoserine,IKZF2
5,PTM - Phosphoserine,IKZF2
0,PTM - Phosphoserine,IKZF3
1,PTM - Phosphoserine,IKZF3
2,PTM - Phosphoserine,IKZF3
3,binds to LGALS14,IKZF3
4,binds to IKZF5,IKZF3
5,PTM - Phosphoserine,IKZF3
0,binds to IKZF1,IKZF4
1,binds to IKZF1,IKZF4
2,PTM - Phosphoserine,IKZF4
3,binds to IKZF1,IKZF4
4,binds to IKZF1,IKZF4
5,binds to IKZF1,IKZF4
0,PTM - N6-acetyllysine,IK
1,PTM - N6-acetyllysine,IK
2,PTM - N6-acetyllysine,IK
3,PTM - N6-acetyllysine,IK
4,binds to FRA10AC1,IK
5,binds to GRB2,IK
1,binds to JAK1,IL10RA
2,binds to IL10,IL10RA
3,binds to IL10,IL10RA
0,binds to IL22,IL10RB
1,binds to IL22RA2,IL10RB
3,binds to IL10,IL10RB
4,binds to IL22RA1,IL10RB
0,binds to IFNAR2,IL10
2,binds to IFNAR2,IL10
3,binds to IFNAR2,IL10
4,binds to IFNAR2,IL10
5,binds to IFNAR2,IL10
0,binds to IL6ST,IL11
2,binds to IL6ST,IL11
3,binds to MAGEA11,IL11
5,binds to MAGEA11,IL11
0,binds to IL12RB1,IL12A
1,binds to IL12B,IL12A
3,binds to IL12B,IL12A
4,binds to IL12B,IL12A
5,binds to IL12RB1,IL12A
0,binds to IL23A,IL12B
1,binds to IL23A,IL12B
2,binds to IL23A,IL12B
4,binds to IL12A,IL12B
0,PTM - Phosphotyrosine,IL12RB2
1,PTM - Phosphotyrosine,IL12RB2
3,PTM - Phosphotyrosine,IL12RB2
4,PTM - Phosphotyrosine,IL12RB2
0,binds to IL4R,IL13RA1
3,binds to IL13,IL13RA1
0,binds to IL13,IL13RA2
1,binds to PIK3CA,IL13RA2
2,binds to AKT1,IL13RA2
3,binds to ERBB2,IL13RA2
5,binds to BRMS1,IL13RA2
0,binds to IL4R,IL13
1,binds to IL4R,IL13
3,binds to IL4R,IL13
4,binds to IL4R,IL13
0,binds to IL2RB,IL15RA
1,binds to BCL10,IL15RA
2,binds to BCL10,IL15RA
3,binds to BCL10,IL15RA
5,binds to IL15,IL15RA
0,binds to IL2RG,IL15
1,binds to IL2RB,IL15
3,binds to TRAF3,IL15
4,binds to IL2RB,IL15
0,PTM - Phosphoserine,IL16
1,PTM - Phosphoserine,IL16
2,PTM - Phosphoserine,IL16
3,PTM - Phosphoserine,IL16
4,PTM - Phosphoserine,IL16
5,PTM - Phosphoserine,IL16
0,binds to IL17RC,IL17A
2,binds to IL17RC,IL17A
3,binds to IL17RC,IL17A
0,binds to IL17RA,IL17F
1,binds to GMCL1,IL17F
3,binds to IL17RA,IL17F
4,binds to IL17RA,IL17F
5,binds to IL17RA,IL17F
0,binds to IL17F,IL17RA
2,binds to IL17A,IL17RA
3,PTM - Phosphoserine,IL17RA
4,binds to IL17F,IL17RA
5,binds to IL17F,IL17RA
0,binds to IL17B,IL17RB
1,binds to KMT5A,IL17RB
3,binds to RPS6KA5,IL17RB
4,binds to KMT5A,IL17RB
5,binds to RPS6KA5,IL17RB
0,binds to IL18,IL18R1
1,binds to IL18,IL18R1
2,Active site,IL18R1
3,binds to IL18,IL18R1
4,Active site,IL18R1
5,Active site,IL18R1
0,binds to IL18R1,IL18RAP
1,Active site,IL18RAP
3,binds to IL18R1,IL18RAP
0,binds to CASK,IL18
1,binds to CASK,IL18
2,binds to CASK,IL18
3,binds to CASK,IL18
1,binds to IL20RB,IL19
2,binds to IL20RB,IL19
4,binds to IL20RB,IL19
5,binds to IL20RB,IL19
5,binds to S100A13,IL1A
0,binds to A2M,IL1B
1,binds to IL1R1,IL1B
3,binds to EGR1,IL1B
0,Active site,IL1R1
1,binds to IL1B,IL1R1
2,binds to IL1A,IL1R1
3,Active site,IL1R1
4,binds to IL1RN,IL1R1
5,binds to IRAK1,IL1R1
0,binds to IL1B,IL1R2
1,binds to IL1B,IL1R2
2,binds to IL1B,IL1R2
3,binds to IL1A,IL1R2
4,binds to IL1A,IL1R2
1,binds to TUSC3,IL1RAPL1
2,binds to NCS1,IL1RAPL1
4,binds to NCS1,IL1RAPL1
5,binds to NCS1,IL1RAPL1
2,Active site,IL1RAPL2
3,Active site,IL1RAPL2
0,binds to KPNA1,IL1RAP
1,binds to IL1R1,IL1RAP
2,PTM - Phosphoserine,IL1RAP
3,binds to IL1R1,IL1RAP
4,binds to KPNA1,IL1RAP
5,Active site,IL1RAP
0,Active site,IL1RL1
1,binds to IL33,IL1RL1
2,binds to IL33,IL1RL1
2,Active site,IL1RL2
3,Active site,IL1RL2
4,Active site,IL1RL2
5,Active site,IL1RL2
1,binds to POT1,IL1RN
2,binds to IL1R1,IL1RN
3,binds to POT1,IL1RN
4,binds to POT1,IL1RN
5,binds to POT1,IL1RN
1,binds to IL20,IL20RA
2,binds to IL26,IL20RA
3,binds to IL20,IL20RA
4,binds to IL20,IL20RA
5,binds to MLH1,IL20RA
1,binds to IL19,IL20RB
2,binds to IL20,IL20RB
3,binds to IL19,IL20RB
4,binds to IL19,IL20RB
0,binds to JAK1,IL21R
1,binds to JAK1,IL21R
2,binds to JAK1,IL21R
4,binds to JAK1,IL21R
5,binds to JAK1,IL21R
1,binds to PARP2,IL21
2,binds to PARP2,IL21
3,binds to PARP2,IL21
4,binds to PARP2,IL21
0,binds to IL22,IL22RA1
1,PTM - Phosphoserine,IL22RA1
2,PTM - Phosphoserine,IL22RA1
3,binds to IL22,IL22RA1
4,binds to FBXW12,IL22RA1
0,binds to IL22,IL22RA2
1,binds to IL22,IL22RA2
2,binds to IL22,IL22RA2
3,binds to IL22RA1,IL22RA2
5,binds to IL22,IL22RA2
1,binds to IL10RB,IL22
2,binds to IL10RB,IL22
4,binds to IL10RB,IL22
5,binds to IL10RB,IL22
1,binds to IL12RB1,IL23A
2,binds to IL12RB1,IL23A
3,binds to IL12B,IL23A
5,binds to IL12B,IL23A
0,binds to CCR5,IL24
2,binds to DCD,IL24
4,binds to KRAS,IL24
0,binds to IL20RA,IL26
1,binds to IL20RA,IL26
2,binds to IL20RA,IL26
0,binds to PASK,IL2RA
1,binds to IL2,IL2RA
2,binds to IL2,IL2RA
3,binds to PASK,IL2RA
4,binds to IL2RB,IL2RA
0,binds to IL2,IL2RB
1,binds to IL2RG,IL2RB
2,binds to IL15,IL2RB
3,binds to IL2RG,IL2RB
0,binds to IL4,IL2RG
1,PTM - Phosphothreonine,IL2RG
2,binds to IL2RB,IL2RG
3,PTM - Phosphothreonine,IL2RG
4,binds to IL15,IL2RG
0,binds to A2M,IL2
1,binds to A2M,IL2
2,binds to A2M,IL2
4,binds to A2M,IL2
5,binds to A2M,IL2
2,binds to CASP1,IL33
3,binds to IL1RL1,IL33
1,binds to ATXN1,IL34
2,binds to ATXN1,IL34
3,binds to CSF1R,IL34
4,binds to ATXN1,IL34
5,binds to CSF1R,IL34
0,PTM - 3'-nitrotyrosine,IL36A
1,PTM - 3'-nitrotyrosine,IL36A
2,PTM - 3'-nitrotyrosine,IL36A
4,PTM - 3'-nitrotyrosine,IL36A
5,PTM - 3'-nitrotyrosine,IL36A
0,binds to MCM6,IL36RN
1,binds to ZNF512B,IL36RN
2,binds to MCM6,IL36RN
3,binds to MCM6,IL36RN
4,binds to MCM6,IL36RN
5,binds to MCM6,IL36RN
0,binds to CASP4,IL37
3,binds to CASP1,IL37
4,binds to CASP1,IL37
2,binds to CDC25A,IL3RA
4,binds to IL3,IL3RA
5,binds to CDK1,IL3RA
0,binds to CSF2RB,IL3
1,binds to CSF2RB,IL3
2,binds to CSF2RB,IL3
3,binds to CSF2RB,IL3
4,binds to CSF2RB,IL3
5,binds to CSF2RB,IL3
0,Binding site,IL4I1
1,binds to ATXN7,IL4I1
2,Binding site,IL4I1
3,binds to ATXN7,IL4I1
5,binds to ATXN7,IL4I1
0,PTM - Phosphotyrosine,IL4R
1,binds to IL13,IL4R
2,PTM - Phosphotyrosine,IL4R
0,binds to A2M,IL4
1,binds to IL13RA1,IL4
2,binds to IL2RG,IL4
3,binds to IL2RG,IL4
4,binds to IL2RG,IL4
0,binds to CSF2RB,IL5RA
1,binds to CSF2RB,IL5RA
2,binds to SDCBP,IL5RA
3,binds to CSF2RB,IL5RA
4,binds to IL5,IL5RA
1,binds to CSF2RB,IL5
2,binds to CSF2RB,IL5
3,binds to CSF2RB,IL5
4,binds to CSF2RB,IL5
5,binds to CSF2RB,IL5
0,binds to IL6ST,IL6R
1,binds to ERAP1,IL6R
2,binds to ERAP1,IL6R
3,binds to ERAP1,IL6R
0,binds to CDK9,IL6ST
1,binds to CMYA5,IL6ST
2,binds to CDK9,IL6ST
3,binds to CDK9,IL6ST
4,binds to IL6R,IL6ST
5,binds to CMYA5,IL6ST
0,binds to A2M,IL6
1,binds to A2M,IL6
3,binds to A2M,IL6
0,binds to IL7,IL7R
1,binds to FYN,IL7R
2,PTM - Phosphothreonine; by PKC,IL7R
3,binds to IL7,IL7R
4,PTM - Phosphothreonine; by PKC,IL7R
5,PTM - Phosphothreonine; by PKC,IL7R
0,binds to CEBPE,IL7
1,binds to CEBPE,IL7
2,binds to CEBPE,IL7
3,binds to CEBPE,IL7
4,binds to CEBPE,IL7
3,binds to YWHAZ,IL9R
